,y
8596,1
8597,0
8598,0
8599,1
8600,1
8601,1
8602,1
8603,1
8604,0
8605,1
8606,1
8607,1
8608,1
8609,1
8610,0
8611,0
8612,1
8613,1
8614,1
8615,1
8616,1
8617,0
8618,1
8619,0
8620,0
8621,1
8622,1
8623,1
8624,0
8625,1
8626,1
8627,0
8628,0
8629,1
8630,1
8631,0
8632,1
8633,1
8634,1
8635,1
8636,1
8637,0
8638,0
8639,1
8640,1
8641,1
8642,1
8643,1
8644,1
8645,1
8646,1
8647,1
8648,1
8649,1
8650,1
8651,1
8652,0
8653,1
8654,1
8655,1
8656,1
8657,1
8658,1
8659,1
8660,1
8661,1
8662,1
8663,1
8664,1
8665,0
8666,1
8667,1
8668,1
8669,1
8670,1
8671,0
8672,1
8673,1
8674,1
8675,1
8676,1
8677,1
8678,1
8679,1
8680,1
8681,1
8682,0
8683,1
8684,1
8685,0
8686,1
8687,1
8688,0
8689,1
8690,1
8691,0
8692,1
8693,1
8694,0
8695,1
8696,0
8697,1
8698,0
8699,0
8700,1
8701,1
8702,1
8703,0
8704,1
8705,1
8706,1
8707,1
8708,1
8709,1
8710,1
8711,1
8712,0
8713,0
8714,0
8715,1
8716,1
8717,1
8718,0
8719,1
8720,1
8721,1
8722,1
8723,1
8724,1
8725,0
8726,1
8727,1
8728,1
8729,1
8730,1
8731,1
8732,1
8733,1
8734,1
8735,0
8736,1
8737,1
8738,1
8739,1
8740,1
8741,1
8742,0
8743,1
8744,1
8745,1
8746,1
8747,0
8748,0
8749,0
8750,1
8751,1
8752,0
8753,1
8754,0
8755,1
8756,1
8757,1
8758,1
8759,1
8760,1
8761,1
8762,1
8763,1
8764,0
8765,1
8766,1
8767,0
8768,1
8769,1
8770,1
8771,1
8772,1
8773,1
8774,1
8775,1
8776,1
8777,1
8778,0
8779,1
8780,0
8781,1
8782,0
8783,0
8784,1
8785,1
8786,1
8787,0
8788,1
8789,1
8790,1
8791,1
8792,1
8793,1
8794,1
8795,1
8796,1
8797,1
8798,1
8799,1
8800,1
8801,1
8802,1
8803,1
8804,0
8805,1
8806,1
8807,1
8808,1
8809,1
8810,1
8811,1
8812,1
8813,1
8814,0
8815,1
8816,1
8817,1
8818,1
8819,0
8820,1
8821,0
8822,1
8823,1
8824,1
8825,1
8826,1
8827,0
8828,1
8829,1
8830,0
8831,1
8832,0
8833,0
8834,1
8835,1
8836,0
8837,1
8838,0
8839,1
8840,1
8841,1
8842,1
8843,1
8844,1
8845,1
8846,1
8847,1
8848,1
8849,1
8850,1
8851,0
8852,0
8853,0
8854,1
8855,1
8856,0
8857,1
8858,1
8859,1
8860,1
8861,0
8862,0
8863,0
8864,1
8865,1
8866,1
8867,1
8868,1
8869,1
8870,1
8871,1
8872,1
8873,1
8874,1
8875,1
8876,1
8877,1
8878,1
8879,1
8880,1
8881,1
8882,1
8883,1
8884,1
8885,1
8886,0
8887,1
8888,1
8889,1
8890,1
8891,1
8892,1
8893,1
8894,1
8895,1
8896,1
8897,0
8898,1
8899,1
8900,1
8901,0
8902,1
8903,1
8904,1
8905,1
8906,1
8907,0
8908,1
8909,1
8910,1
8911,1
8912,0
8913,0
8914,0
8915,0
8916,1
8917,1
8918,1
8919,1
8920,1
8921,1
8922,1
8923,1
8924,1
8925,0
8926,0
8927,1
8928,1
8929,1
8930,1
8931,1
8932,1
8933,1
8934,1
8935,0
8936,1
8937,0
8938,1
8939,1
8940,1
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,1
8948,1
8949,0
8950,1
8951,1
8952,0
8953,1
8954,1
8955,1
8956,1
8957,1
8958,0
8959,0
8960,1
8961,1
8962,1
8963,1
8964,1
8965,1
8966,1
8967,1
8968,1
8969,1
8970,1
8971,1
8972,1
8973,0
8974,1
8975,0
8976,0
8977,1
8978,1
8979,0
8980,0
8981,0
8982,1
8983,1
8984,1
8985,1
8986,0
8987,1
8988,1
8989,1
8990,1
8991,1
8992,1
8993,1
8994,1
8995,1
8996,1
8997,1
8998,1
8999,1
9000,1
9001,1
9002,0
9003,1
9004,0
9005,1
9006,0
9007,0
9008,1
9009,1
9010,1
9011,0
9012,1
9013,1
9014,1
9015,0
9016,1
9017,0
9018,1
9019,1
9020,1
9021,1
9022,1
9023,1
9024,0
9025,1
9026,1
9027,0
9028,0
9029,1
9030,1
9031,1
9032,1
9033,1
9034,1
9035,1
9036,1
9037,1
9038,1
9039,1
9040,1
9041,1
9042,1
9043,1
9044,0
9045,0
9046,0
9047,1
9048,1
9049,0
9050,1
9051,1
9052,0
9053,1
9054,1
9055,0
9056,1
9057,1
9058,1
9059,1
9060,1
9061,1
9062,1
9063,1
9064,0
9065,1
9066,1
9067,1
9068,1
9069,1
9070,1
9071,1
9072,0
9073,1
9074,0
9075,1
9076,1
9077,1
9078,1
9079,0
9080,1
9081,1
9082,1
9083,1
9084,1
9085,0
9086,0
9087,1
9088,1
9089,1
9090,1
9091,1
9092,0
9093,0
9094,1
9095,0
9096,1
9097,1
9098,1
9099,1
9100,1
9101,1
9102,0
9103,1
9104,1
9105,1
9106,0
9107,1
9108,1
9109,1
9110,0
9111,1
9112,1
9113,1
9114,1
9115,0
9116,1
9117,1
9118,1
9119,1
9120,1
9121,0
9122,1
9123,1
9124,1
9125,1
9126,1
9127,1
9128,0
9129,1
9130,1
9131,0
9132,1
9133,1
9134,1
9135,1
9136,1
9137,1
9138,0
9139,0
9140,0
9141,1
9142,0
9143,1
9144,1
9145,0
9146,1
9147,0
9148,1
9149,1
9150,0
9151,1
9152,1
9153,1
9154,1
9155,1
9156,1
9157,1
9158,1
9159,1
9160,1
9161,0
9162,1
9163,1
9164,0
9165,0
9166,1
9167,1
9168,1
9169,0
9170,1
9171,1
9172,1
9173,1
9174,1
9175,1
9176,0
9177,0
9178,1
9179,1
9180,0
9181,1
9182,1
9183,1
9184,0
9185,0
9186,1
9187,0
9188,0
9189,1
9190,1
9191,1
9192,1
9193,1
9194,1
9195,1
9196,1
9197,0
9198,0
9199,1
9200,1
9201,1
9202,1
9203,1
9204,1
9205,1
9206,0
9207,1
9208,1
9209,1
9210,1
9211,1
9212,1
9213,1
9214,1
9215,1
9216,0
9217,0
9218,0
9219,1
9220,0
9221,1
9222,0
9223,0
9224,1
9225,0
9226,1
9227,1
9228,1
9229,0
9230,0
9231,1
9232,1
9233,1
9234,1
9235,0
9236,1
9237,1
9238,1
9239,1
9240,1
9241,0
9242,1
9243,1
9244,0
9245,0
9246,1
9247,0
9248,0
9249,1
9250,0
9251,0
9252,1
9253,0
9254,1
9255,1
9256,1
9257,1
9258,1
9259,0
9260,0
9261,1
9262,1
9263,1
9264,0
9265,0
9266,1
9267,0
9268,0
9269,0
9270,1
9271,1
9272,1
9273,0
9274,1
9275,0
9276,0
9277,1
9278,1
9279,1
9280,1
9281,0
9282,0
9283,1
9284,1
9285,0
9286,1
9287,1
9288,0
9289,1
9290,1
9291,1
9292,1
9293,1
9294,1
9295,1
9296,0
9297,0
9298,0
9299,1
9300,1
9301,1
9302,1
9303,1
9304,1
9305,0
9306,0
9307,1
9308,1
9309,1
9310,1
9311,1
9312,1
9313,0
9314,1
9315,1
9316,1
9317,1
9318,1
9319,1
9320,1
9321,0
9322,1
9323,0
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,0
9331,1
9332,1
9333,0
9334,1
9335,1
9336,0
9337,1
9338,1
9339,1
9340,1
9341,1
9342,1
9343,1
9344,1
9345,1
9346,1
9347,1
9348,1
9349,1
9350,1
9351,1
9352,1
9353,0
9354,0
9355,1
9356,1
9357,0
9358,1
9359,1
9360,1
9361,0
9362,1
9363,0
9364,1
9365,1
9366,1
9367,0
9368,0
9369,1
9370,1
9371,1
9372,0
9373,1
9374,1
9375,1
9376,0
9377,0
9378,0
9379,0
9380,0
9381,1
9382,1
9383,0
9384,1
9385,0
9386,1
9387,1
9388,0
9389,1
9390,1
9391,1
9392,1
9393,0
9394,1
9395,1
9396,0
9397,0
9398,1
9399,1
9400,1
9401,1
9402,1
9403,0
9404,1
9405,0
9406,0
9407,1
9408,0
9409,1
9410,0
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,0
9418,1
9419,0
9420,1
9421,1
9422,0
9423,1
9424,1
9425,1
9426,1
9427,1
9428,1
9429,1
9430,1
9431,1
9432,1
9433,1
9434,1
9435,1
9436,1
9437,1
9438,1
9439,1
9440,1
9441,1
9442,1
9443,1
9444,1
9445,1
9446,0
9447,1
9448,0
9449,1
9450,0
9451,1
9452,1
9453,0
9454,1
9455,0
9456,0
9457,1
9458,0
9459,1
9460,0
9461,1
9462,1
9463,0
9464,1
9465,1
9466,0
9467,0
9468,1
9469,1
9470,0
9471,1
9472,1
9473,1
9474,0
9475,1
9476,1
9477,1
9478,1
9479,0
9480,1
9481,1
9482,1
9483,1
9484,1
9485,1
9486,1
9487,1
9488,1
9489,1
9490,0
9491,1
9492,1
9493,1
9494,1
9495,0
9496,0
9497,1
9498,0
9499,1
9500,1
9501,0
9502,1
9503,0
9504,1
9505,1
9506,1
9507,1
9508,0
9509,0
9510,0
9511,1
9512,1
9513,1
9514,1
9515,1
9516,1
9517,1
9518,1
9519,1
9520,1
9521,1
9522,0
9523,1
9524,0
9525,1
9526,1
9527,0
9528,1
9529,1
9530,1
9531,1
9532,1
9533,1
9534,0
9535,1
9536,1
9537,1
9538,1
9539,1
9540,1
9541,1
9542,1
9543,1
9544,0
9545,0
9546,1
9547,0
9548,0
9549,1
9550,1
9551,1
9552,1
9553,0
9554,0
9555,1
9556,0
9557,1
9558,1
9559,0
9560,0
9561,0
9562,1
9563,1
9564,1
9565,1
9566,1
9567,1
9568,1
9569,1
9570,1
9571,1
9572,0
9573,1
9574,1
9575,0
9576,0
9577,1
9578,1
9579,1
9580,1
9581,1
9582,0
9583,1
9584,1
9585,1
9586,1
9587,1
9588,1
9589,1
9590,0
9591,1
9592,1
9593,0
9594,0
9595,0
9596,1
9597,1
9598,1
9599,1
9600,0
9601,1
9602,0
9603,1
9604,1
9605,1
9606,1
9607,1
9608,1
9609,1
9610,0
9611,1
9612,1
9613,0
9614,0
9615,1
9616,1
9617,1
9618,1
9619,1
9620,1
9621,1
9622,1
9623,1
9624,1
9625,1
9626,1
9627,1
9628,1
9629,1
9630,1
9631,1
9632,1
9633,0
9634,1
9635,1
9636,1
9637,0
9638,1
9639,0
9640,0
9641,0
9642,1
9643,1
9644,1
9645,0
9646,0
9647,1
9648,1
9649,1
9650,1
9651,1
9652,1
9653,1
9654,0
9655,1
9656,1
9657,1
9658,1
9659,1
9660,1
9661,1
9662,1
9663,0
9664,1
9665,0
9666,1
9667,1
9668,1
9669,1
9670,1
9671,1
9672,0
9673,1
9674,1
9675,0
9676,1
9677,0
9678,0
9679,1
9680,0
9681,1
9682,1
9683,1
9684,0
9685,1
9686,0
9687,1
9688,1
9689,1
9690,1
9691,1
9692,0
9693,1
9694,1
9695,0
9696,0
9697,1
9698,0
9699,1
9700,1
9701,1
9702,1
9703,1
9704,1
9705,1
9706,1
9707,1
9708,1
9709,0
9710,0
9711,0
9712,0
9713,0
9714,1
9715,1
9716,1
9717,1
9718,0
9719,1
9720,1
9721,0
9722,0
9723,1
9724,1
9725,0
9726,0
9727,0
9728,1
9729,1
9730,1
9731,1
9732,1
9733,0
9734,1
9735,1
9736,0
9737,0
9738,1
9739,1
9740,0
9741,1
9742,1
9743,0
9744,0
9745,1
9746,1
9747,1
9748,0
9749,0
9750,1
9751,1
9752,1
9753,1
9754,1
9755,0
9756,1
9757,1
9758,0
9759,0
9760,0
9761,0
9762,1
9763,0
9764,1
9765,1
9766,0
9767,1
9768,0
9769,1
9770,1
9771,1
9772,1
9773,1
9774,0
9775,1
9776,1
9777,1
9778,1
9779,1
9780,0
9781,1
9782,0
9783,1
9784,1
9785,1
9786,1
9787,1
9788,1
9789,1
9790,0
9791,1
9792,0
9793,0
9794,1
9795,1
9796,1
9797,1
9798,1
9799,1
9800,0
9801,0
9802,1
9803,1
9804,1
9805,0
9806,1
9807,0
9808,1
9809,1
9810,1
9811,0
9812,1
9813,1
9814,1
9815,1
9816,1
9817,1
9818,1
9819,0
9820,1
9821,0
9822,1
9823,1
9824,1
9825,1
9826,0
9827,1
9828,0
9829,0
9830,1
9831,0
9832,1
9833,1
9834,1
9835,1
9836,1
9837,0
9838,1
9839,1
9840,1
9841,1
9842,1
9843,1
9844,1
9845,0
9846,1
9847,1
9848,0
9849,1
9850,0
9851,1
9852,1
9853,1
9854,1
9855,1
9856,0
9857,1
9858,1
9859,1
9860,1
9861,0
9862,1
9863,1
9864,1
9865,0
9866,1
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,0
9874,1
9875,1
9876,1
9877,1
9878,0
9879,1
9880,1
9881,1
9882,1
9883,1
9884,1
9885,0
9886,1
9887,1
9888,1
9889,1
9890,1
9891,1
9892,0
9893,1
9894,1
9895,1
9896,1
9897,0
9898,1
9899,1
9900,1
9901,1
9902,1
9903,0
9904,0
9905,1
9906,0
9907,0
9908,1
9909,0
9910,0
9911,1
9912,0
9913,1
9914,1
9915,1
9916,1
9917,1
9918,0
9919,1
9920,0
9921,1
9922,1
9923,1
9924,1
9925,1
9926,1
9927,0
9928,1
9929,1
9930,1
9931,0
